,epoch,train_loss,val_loss
0,1,118.08052682876587,0.0
1,2,86.96604204177856,0.0
2,3,76.28818082809448,0.0
3,4,75.4898591041565,0.0
4,5,56.51667356491089,0.0
5,6,51.9175968170166,0.0
6,7,48.24871253967285,0.0
7,8,46.65773391723633,0.0
8,9,45.84366798400879,0.0
9,10,45.05242443084717,11.466801881790161
10,11,43.81442713737488,0.0
11,12,43.37861394882202,0.0
12,13,42.83257341384888,0.0
13,14,41.89642810821533,0.0
14,15,41.71350693702698,0.0
15,16,41.84260082244873,0.0
16,17,41.08724927902222,0.0
17,18,40.628636837005615,0.0
18,19,40.42264246940613,0.0
19,20,40.35283017158508,10.778943300247192
20,21,40.32966089248657,0.0
21,22,40.086121797561646,0.0
22,23,39.875991106033325,0.0
23,24,39.48490238189697,0.0
24,25,38.999510049819946,0.0
25,26,38.568156003952026,0.0
26,27,38.667131185531616,0.0
27,28,38.528982639312744,0.0
28,29,38.907877683639526,0.0
29,30,38.88110041618347,10.243564367294312
30,31,38.681312799453735,0.0
31,32,38.00030016899109,0.0
32,33,38.392902851104736,0.0
33,34,38.33971190452576,0.0
34,35,38.09121632575989,0.0
35,36,37.91504526138306,0.0
36,37,38.25685262680054,0.0
37,38,37.62441825866699,0.0
38,39,37.90839862823486,0.0
39,40,37.98927187919617,10.41297197341919
40,41,37.371227979660034,0.0
41,42,37.727028608322144,0.0
42,43,38.10372495651245,0.0
43,44,37.37050151824951,0.0
44,45,37.03260779380798,0.0
45,46,36.72515273094177,0.0
46,47,36.864586353302,0.0
47,48,36.93529796600342,0.0
48,49,36.98079252243042,0.0
49,50,37.256009578704834,10.001217126846313
50,51,36.50502610206604,0.0
51,52,36.585201025009155,0.0
52,53,36.35159778594971,0.0
53,54,37.13872957229614,0.0
54,55,36.64434003829956,0.0
55,56,36.96142506599426,0.0
56,57,36.82069540023804,0.0
57,58,36.816529512405396,0.0
58,59,37.064780712127686,0.0
59,60,36.43105340003967,10.122231483459473
60,61,36.64714050292969,0.0
61,62,36.48648643493652,0.0
62,63,36.11068081855774,0.0
63,64,35.98337483406067,0.0
64,65,35.92413544654846,0.0
65,66,36.28277897834778,0.0
66,67,36.57086539268494,0.0
67,68,35.98334980010986,0.0
68,69,35.8801109790802,0.0
69,70,35.843278884887695,10.073601007461548
70,71,36.25776672363281,0.0
71,72,36.04019737243652,0.0
72,73,35.95499610900879,0.0
73,74,35.67173743247986,0.0
74,75,35.815186977386475,0.0
75,76,35.92386865615845,0.0
76,77,35.56705927848816,0.0
77,78,35.63013672828674,0.0
78,79,35.44406199455261,0.0
79,80,35.695878744125366,10.114879131317139
80,81,35.46544003486633,0.0
81,82,35.28190779685974,0.0
82,83,35.37698793411255,0.0
83,84,35.50295567512512,0.0
84,85,35.05319094657898,0.0
85,86,35.30010414123535,0.0
86,87,35.466527700424194,0.0
87,88,35.13775396347046,0.0
88,89,35.34860944747925,0.0
89,90,35.71026802062988,10.187129735946655
90,91,35.24027490615845,0.0
91,92,35.102643966674805,0.0
92,93,35.353100061416626,0.0
93,94,35.24478769302368,0.0
94,95,34.92989110946655,0.0
95,96,35.091790199279785,0.0
96,97,35.296844482421875,0.0
97,98,34.93829083442688,0.0
98,99,35.254071950912476,0.0
99,100,34.873934745788574,10.051752090454102
100,101,34.825571060180664,0.0
101,102,34.91185736656189,0.0
102,103,34.597803354263306,0.0
103,104,35.249319314956665,0.0
104,105,35.02796125411987,0.0
105,106,34.275025844573975,0.0
106,107,34.76467442512512,0.0
107,108,34.63289546966553,0.0
108,109,34.53268337249756,0.0
109,110,34.63884139060974,10.177500009536743
110,111,34.440019607543945,0.0
111,112,34.518640995025635,0.0
112,113,34.284228563308716,0.0
113,114,34.16245436668396,0.0
114,115,34.10339379310608,0.0
115,116,34.71844696998596,0.0
116,117,34.4675669670105,0.0
117,118,34.28408217430115,0.0
118,119,34.186124324798584,0.0
119,120,34.0532283782959,10.118100643157959
120,121,34.052494764328,0.0
121,122,34.00079536437988,0.0
122,123,33.974732398986816,0.0
123,124,33.86559176445007,0.0
124,125,33.62281680107117,0.0
125,126,34.02515697479248,0.0
126,127,33.67736768722534,0.0
127,128,33.32243514060974,0.0
128,129,33.644736766815186,0.0
129,130,33.60327887535095,10.299898147583008
130,131,34.39479660987854,0.0
131,132,34.271618127822876,0.0
132,133,33.610480546951294,0.0
133,134,33.22649168968201,0.0
134,135,33.20561218261719,0.0
135,136,33.13628339767456,0.0
136,137,33.59886312484741,0.0
137,138,33.73038101196289,0.0
138,139,33.34088659286499,0.0
139,140,33.002243995666504,10.562021017074585
140,141,32.94325256347656,0.0
141,142,33.558828353881836,0.0
142,143,32.69010305404663,0.0
143,144,33.094428300857544,0.0
144,145,33.12582731246948,0.0
145,146,32.965880393981934,0.0
146,147,32.37885069847107,0.0
147,148,32.921468019485474,0.0
148,149,33.03050637245178,0.0
149,150,33.172388553619385,10.985214471817017
150,151,32.80927014350891,0.0
151,152,32.49034595489502,0.0
152,153,31.955662488937378,0.0
153,154,32.399444580078125,0.0
154,155,32.995402812957764,0.0
155,156,32.137356996536255,0.0
156,157,32.68037986755371,0.0
157,158,32.71059322357178,0.0
158,159,32.212162256240845,0.0
159,160,32.27547025680542,10.84185004234314
160,161,31.926230669021606,0.0
161,162,31.89809012413025,0.0
162,163,31.556652069091797,0.0
163,164,31.252995252609253,0.0
164,165,31.639416217803955,0.0
165,166,31.443549633026123,0.0
166,167,31.408880472183228,0.0
