,epoch,train_loss,val_loss
167,168,30.953734397888184,0.0
168,169,31.3798246383667,0.0
169,170,31.740264654159546,11.008830547332764
170,171,31.241810083389282,0.0
171,172,31.476487398147583,0.0
172,173,31.784245014190674,0.0
173,174,31.545005321502686,0.0
174,175,32.160616636276245,0.0
175,176,30.74361252784729,0.0
176,177,30.34765362739563,0.0
177,178,31.15916609764099,0.0
178,179,30.080477237701416,0.0
179,180,30.522537231445312,11.437844514846802
180,181,29.5818772315979,0.0
181,182,30.779160499572754,0.0
182,183,31.029873609542847,0.0
183,184,30.491472482681274,0.0
184,185,30.808157444000244,0.0
185,186,30.56993818283081,0.0
186,187,30.963664770126343,0.0
187,188,31.139634370803833,0.0
188,189,29.74730944633484,0.0
189,190,29.956897974014282,11.252532243728638
190,191,28.998660802841187,0.0
191,192,29.246968269348145,0.0
192,193,29.158294916152954,0.0
193,194,29.35492706298828,0.0
194,195,30.22625231742859,0.0
195,196,29.979295015335083,0.0
196,197,29.048216819763184,0.0
197,198,28.61096501350403,0.0
198,199,29.972946643829346,0.0
199,200,29.014842748641968,11.511759996414185
200,201,27.638606309890747,0.0
