epoch,iteration,phase,total_loss,loc_loss,conf_loss
4,37,train,5.383216381072998,1.9387167692184448,3.4444997310638428
4,38,train,5.002702713012695,1.8591066598892212,3.1435961723327637
4,39,train,5.010626792907715,1.8983741998672485,3.112252712249756
4,40,train,4.842772006988525,1.8086574077606201,3.0341145992279053
4,41,train,4.831713676452637,1.9169358015060425,2.9147777557373047
4,42,train,4.680020809173584,1.8705699443817139,2.80945086479187
4,43,train,4.670183181762695,1.7834773063659668,2.8867058753967285
4,44,train,4.546378135681152,1.751940131187439,2.794438123703003
5,1,train,19.34429931640625,3.6947977542877197,15.649500846862793
5,2,train,15.902480125427246,3.311533212661743,12.590947151184082
5,3,train,11.92153263092041,2.8334388732910156,9.088093757629395
5,4,train,11.063371658325195,2.9476191997528076,8.115752220153809
5,5,train,9.511974334716797,2.4462413787841797,7.065732955932617
5,6,train,9.364686965942383,2.395885944366455,6.9688005447387695
5,7,train,9.23630428314209,2.370182752609253,6.866121768951416
5,8,train,8.066871643066406,2.138613700866699,5.928257465362549
5,9,train,8.267461776733398,2.160464286804199,6.106997013092041
5,10,train,7.791423797607422,2.17858624458313,5.612837791442871
5,11,train,7.439565658569336,1.9845325946807861,5.455032825469971
5,12,train,8.029502868652344,2.105121374130249,5.924381256103516
5,13,train,7.751981735229492,2.131561040878296,5.620420455932617
5,14,train,7.275897026062012,2.0422074794769287,5.233689785003662
5,15,train,7.276966094970703,2.1288225650787354,5.148143291473389
5,16,train,6.857041358947754,2.0859317779541016,4.771109580993652
5,17,train,6.846923828125,2.0965051651000977,4.750418663024902
5,18,train,8.408122062683105,2.08256459236145,6.325557231903076
5,19,train,6.952612400054932,2.2060794830322266,4.746532917022705
5,20,train,7.020846366882324,2.0687763690948486,4.9520697593688965
5,21,train,6.6098785400390625,2.0965576171875,4.5133209228515625
5,22,train,6.577761650085449,2.0600292682647705,4.5177321434021
5,23,train,6.389767169952393,2.1252360343933105,4.264531135559082
5,24,train,5.9969377517700195,2.063814163208008,3.9331235885620117
5,25,train,5.920684814453125,2.0738587379455566,3.8468263149261475
5,26,train,6.487832069396973,2.1289374828338623,4.358894348144531
5,27,train,6.398107528686523,1.9130098819732666,4.485097408294678
5,28,train,5.853199005126953,1.9218237400054932,3.93137526512146
5,29,train,5.964635372161865,2.113668203353882,3.8509671688079834
5,30,train,5.5783538818359375,1.990821361541748,3.5875327587127686
5,31,train,5.765970230102539,1.983047604560852,3.7829225063323975
5,32,train,5.595958232879639,2.0411787033081055,3.554779529571533
5,33,train,5.149308681488037,1.8236039876937866,3.32570481300354
5,34,train,5.551968574523926,2.002389907836914,3.5495786666870117
5,35,train,5.423698425292969,1.9408880472183228,3.4828104972839355
5,36,train,5.195912837982178,1.879856824874878,3.3160560131073
5,37,train,5.383216381072998,1.9387167692184448,3.4444997310638428
5,38,train,5.002702713012695,1.8591066598892212,3.1435961723327637
5,39,train,5.010626792907715,1.8983741998672485,3.112252712249756
5,40,train,4.842772006988525,1.8086574077606201,3.0341145992279053
5,41,train,4.831713676452637,1.9169358015060425,2.9147777557373047
5,42,train,4.680020809173584,1.8705699443817139,2.80945086479187
5,43,train,4.670183181762695,1.7834773063659668,2.8867058753967285
5,44,train,4.546378135681152,1.751940131187439,2.794438123703003
5,45,train,4.5891265869140625,1.8492579460144043,2.7398688793182373
5,46,train,4.528075218200684,1.7668232917785645,2.76125168800354
5,47,train,4.514425277709961,1.775360107421875,2.739065170288086
5,48,train,4.422780513763428,1.6701111793518066,2.752669334411621
5,49,train,4.510830879211426,1.778160810470581,2.7326698303222656
5,50,train,4.234951496124268,1.6109191179275513,2.624032497406006
5,51,train,4.265296936035156,1.6692485809326172,2.59604811668396
5,52,train,4.23798942565918,1.6911203861236572,2.5468692779541016
5,53,train,4.239556312561035,1.6238588094711304,2.6156973838806152
5,54,train,4.350374698638916,1.725813865661621,2.624560832977295
5,55,train,4.230494022369385,1.6215828657150269,2.6089112758636475
6,1,train,19.34429931640625,3.6947977542877197,15.649500846862793
6,2,train,15.902480125427246,3.311533212661743,12.590947151184082
6,3,train,11.92153263092041,2.8334388732910156,9.088093757629395
6,4,train,11.063371658325195,2.9476191997528076,8.115752220153809
6,5,train,9.511974334716797,2.4462413787841797,7.065732955932617
6,6,train,9.364686965942383,2.395885944366455,6.9688005447387695
6,7,train,9.23630428314209,2.370182752609253,6.866121768951416
6,8,train,8.066871643066406,2.138613700866699,5.928257465362549
6,9,train,8.267461776733398,2.160464286804199,6.106997013092041
6,10,train,7.791423797607422,2.17858624458313,5.612837791442871
6,11,train,7.439565658569336,1.9845325946807861,5.455032825469971
6,12,train,8.029502868652344,2.105121374130249,5.924381256103516
6,13,train,7.751981735229492,2.131561040878296,5.620420455932617
6,14,train,7.275897026062012,2.0422074794769287,5.233689785003662
6,15,train,7.276966094970703,2.1288225650787354,5.148143291473389
6,16,train,6.857041358947754,2.0859317779541016,4.771109580993652
6,17,train,6.846923828125,2.0965051651000977,4.750418663024902
6,18,train,8.408122062683105,2.08256459236145,6.325557231903076
6,19,train,6.952612400054932,2.2060794830322266,4.746532917022705
6,20,train,7.020846366882324,2.0687763690948486,4.9520697593688965
6,21,train,6.6098785400390625,2.0965576171875,4.5133209228515625
6,22,train,6.577761650085449,2.0600292682647705,4.5177321434021
6,23,train,6.389767169952393,2.1252360343933105,4.264531135559082
6,24,train,5.9969377517700195,2.063814163208008,3.9331235885620117
6,25,train,5.920684814453125,2.0738587379455566,3.8468263149261475
6,26,train,6.487832069396973,2.1289374828338623,4.358894348144531
6,27,train,6.398107528686523,1.9130098819732666,4.485097408294678
6,28,train,5.853199005126953,1.9218237400054932,3.93137526512146
6,29,train,5.964635372161865,2.113668203353882,3.8509671688079834
6,30,train,5.5783538818359375,1.990821361541748,3.5875327587127686
6,31,train,5.765970230102539,1.983047604560852,3.7829225063323975
6,32,train,5.595958232879639,2.0411787033081055,3.554779529571533
6,33,train,5.149308681488037,1.8236039876937866,3.32570481300354
6,34,train,5.551968574523926,2.002389907836914,3.5495786666870117
6,35,train,5.423698425292969,1.9408880472183228,3.4828104972839355
6,36,train,5.195912837982178,1.879856824874878,3.3160560131073
6,37,train,5.383216381072998,1.9387167692184448,3.4444997310638428
6,38,train,5.002702713012695,1.8591066598892212,3.1435961723327637
6,39,train,5.010626792907715,1.8983741998672485,3.112252712249756
6,40,train,4.842772006988525,1.8086574077606201,3.0341145992279053
6,41,train,4.831713676452637,1.9169358015060425,2.9147777557373047
6,42,train,4.680020809173584,1.8705699443817139,2.80945086479187
6,43,train,4.670183181762695,1.7834773063659668,2.8867058753967285
6,44,train,4.546378135681152,1.751940131187439,2.794438123703003
6,45,train,4.5891265869140625,1.8492579460144043,2.7398688793182373
6,46,train,4.528075218200684,1.7668232917785645,2.76125168800354
6,47,train,4.514425277709961,1.775360107421875,2.739065170288086
6,48,train,4.422780513763428,1.6701111793518066,2.752669334411621
6,49,train,4.510830879211426,1.778160810470581,2.7326698303222656
6,50,train,4.234951496124268,1.6109191179275513,2.624032497406006
6,51,train,4.265296936035156,1.6692485809326172,2.59604811668396
6,52,train,4.23798942565918,1.6911203861236572,2.5468692779541016
6,53,train,4.239556312561035,1.6238588094711304,2.6156973838806152
6,54,train,4.350374698638916,1.725813865661621,2.624560832977295
6,55,train,4.230494022369385,1.6215828657150269,2.6089112758636475
6,56,train,4.2816314697265625,1.750209093093872,2.5314221382141113
6,57,train,4.19468879699707,1.662971019744873,2.5317177772521973
6,58,train,4.207217216491699,1.6041569709777832,2.603060483932495
6,59,train,4.237741470336914,1.63765287399292,2.6000888347625732
6,60,train,4.109383583068848,1.5921692848205566,2.517214059829712
6,61,train,4.335709571838379,1.6853859424591064,2.6503238677978516
6,62,train,4.185793399810791,1.6243451833724976,2.561448335647583
6,63,train,3.9307632446289062,1.5471141338348389,2.3836491107940674
6,64,train,4.225485801696777,1.6109747886657715,2.6145107746124268
6,65,train,3.997166156768799,1.5491708517074585,2.447995185852051
6,66,train,4.026912212371826,1.5514665842056274,2.4754457473754883
7,1,train,19.34429931640625,3.6947977542877197,15.649500846862793
7,2,train,15.902480125427246,3.311533212661743,12.590947151184082
7,3,train,11.92153263092041,2.8334388732910156,9.088093757629395
7,4,train,11.063371658325195,2.9476191997528076,8.115752220153809
7,5,train,9.511974334716797,2.4462413787841797,7.065732955932617
7,6,train,9.364686965942383,2.395885944366455,6.9688005447387695
7,7,train,9.23630428314209,2.370182752609253,6.866121768951416
7,8,train,8.066871643066406,2.138613700866699,5.928257465362549
7,9,train,8.267461776733398,2.160464286804199,6.106997013092041
7,10,train,7.791423797607422,2.17858624458313,5.612837791442871
7,11,train,7.439565658569336,1.9845325946807861,5.455032825469971
7,12,train,8.029502868652344,2.105121374130249,5.924381256103516
7,13,train,7.751981735229492,2.131561040878296,5.620420455932617
7,14,train,7.275897026062012,2.0422074794769287,5.233689785003662
7,15,train,7.276966094970703,2.1288225650787354,5.148143291473389
7,16,train,6.857041358947754,2.0859317779541016,4.771109580993652
7,17,train,6.846923828125,2.0965051651000977,4.750418663024902
7,18,train,8.408122062683105,2.08256459236145,6.325557231903076
7,19,train,6.952612400054932,2.2060794830322266,4.746532917022705
7,20,train,7.020846366882324,2.0687763690948486,4.9520697593688965
7,21,train,6.6098785400390625,2.0965576171875,4.5133209228515625
7,22,train,6.577761650085449,2.0600292682647705,4.5177321434021
7,23,train,6.389767169952393,2.1252360343933105,4.264531135559082
7,24,train,5.9969377517700195,2.063814163208008,3.9331235885620117
7,25,train,5.920684814453125,2.0738587379455566,3.8468263149261475
7,26,train,6.487832069396973,2.1289374828338623,4.358894348144531
7,27,train,6.398107528686523,1.9130098819732666,4.485097408294678
7,28,train,5.853199005126953,1.9218237400054932,3.93137526512146
7,29,train,5.964635372161865,2.113668203353882,3.8509671688079834
7,30,train,5.5783538818359375,1.990821361541748,3.5875327587127686
7,31,train,5.765970230102539,1.983047604560852,3.7829225063323975
7,32,train,5.595958232879639,2.0411787033081055,3.554779529571533
7,33,train,5.149308681488037,1.8236039876937866,3.32570481300354
7,34,train,5.551968574523926,2.002389907836914,3.5495786666870117
7,35,train,5.423698425292969,1.9408880472183228,3.4828104972839355
7,36,train,5.195912837982178,1.879856824874878,3.3160560131073
7,37,train,5.383216381072998,1.9387167692184448,3.4444997310638428
7,38,train,5.002702713012695,1.8591066598892212,3.1435961723327637
7,39,train,5.010626792907715,1.8983741998672485,3.112252712249756
7,40,train,4.842772006988525,1.8086574077606201,3.0341145992279053
7,41,train,4.831713676452637,1.9169358015060425,2.9147777557373047
7,42,train,4.680020809173584,1.8705699443817139,2.80945086479187
7,43,train,4.670183181762695,1.7834773063659668,2.8867058753967285
7,44,train,4.546378135681152,1.751940131187439,2.794438123703003
7,45,train,4.5891265869140625,1.8492579460144043,2.7398688793182373
7,46,train,4.528075218200684,1.7668232917785645,2.76125168800354
7,47,train,4.514425277709961,1.775360107421875,2.739065170288086
7,48,train,4.422780513763428,1.6701111793518066,2.752669334411621
7,49,train,4.510830879211426,1.778160810470581,2.7326698303222656
7,50,train,4.234951496124268,1.6109191179275513,2.624032497406006
7,51,train,4.265296936035156,1.6692485809326172,2.59604811668396
7,52,train,4.23798942565918,1.6911203861236572,2.5468692779541016
7,53,train,4.239556312561035,1.6238588094711304,2.6156973838806152
7,54,train,4.350374698638916,1.725813865661621,2.624560832977295
7,55,train,4.230494022369385,1.6215828657150269,2.6089112758636475
7,56,train,4.2816314697265625,1.750209093093872,2.5314221382141113
7,57,train,4.19468879699707,1.662971019744873,2.5317177772521973
7,58,train,4.207217216491699,1.6041569709777832,2.603060483932495
7,59,train,4.237741470336914,1.63765287399292,2.6000888347625732
7,60,train,4.109383583068848,1.5921692848205566,2.517214059829712
7,61,train,4.335709571838379,1.6853859424591064,2.6503238677978516
7,62,train,4.185793399810791,1.6243451833724976,2.561448335647583
7,63,train,3.9307632446289062,1.5471141338348389,2.3836491107940674
7,64,train,4.225485801696777,1.6109747886657715,2.6145107746124268
7,65,train,3.997166156768799,1.5491708517074585,2.447995185852051
7,66,train,4.026912212371826,1.5514665842056274,2.4754457473754883
7,67,train,4.113027572631836,1.5020018815994263,2.61102557182312
7,68,train,4.027917861938477,1.5680936574935913,2.459824323654175
7,69,train,3.7650623321533203,1.3671482801437378,2.397913932800293
7,70,train,3.992229461669922,1.5237773656845093,2.468451976776123
7,71,train,3.9409263134002686,1.5294291973114014,2.411497116088867
7,72,train,3.9051265716552734,1.450042963027954,2.4550836086273193
7,73,train,3.9615478515625,1.4956194162368774,2.465928316116333
7,74,train,3.8788633346557617,1.4127413034439087,2.4661219120025635
7,75,train,3.959615707397461,1.5140174627304077,2.4455983638763428
7,76,train,4.115915775299072,1.5481208562850952,2.5677947998046875
7,77,train,4.129523277282715,1.5395493507385254,2.5899736881256104
8,1,train,19.34429931640625,3.6947977542877197,15.649500846862793
8,2,train,15.902480125427246,3.311533212661743,12.590947151184082
8,3,train,11.92153263092041,2.8334388732910156,9.088093757629395
8,4,train,11.063371658325195,2.9476191997528076,8.115752220153809
8,5,train,9.511974334716797,2.4462413787841797,7.065732955932617
8,6,train,9.364686965942383,2.395885944366455,6.9688005447387695
8,7,train,9.23630428314209,2.370182752609253,6.866121768951416
8,8,train,8.066871643066406,2.138613700866699,5.928257465362549
8,9,train,8.267461776733398,2.160464286804199,6.106997013092041
8,10,train,7.791423797607422,2.17858624458313,5.612837791442871
8,11,train,7.439565658569336,1.9845325946807861,5.455032825469971
8,12,train,8.029502868652344,2.105121374130249,5.924381256103516
8,13,train,7.751981735229492,2.131561040878296,5.620420455932617
8,14,train,7.275897026062012,2.0422074794769287,5.233689785003662
8,15,train,7.276966094970703,2.1288225650787354,5.148143291473389
8,16,train,6.857041358947754,2.0859317779541016,4.771109580993652
8,17,train,6.846923828125,2.0965051651000977,4.750418663024902
8,18,train,8.408122062683105,2.08256459236145,6.325557231903076
8,19,train,6.952612400054932,2.2060794830322266,4.746532917022705
8,20,train,7.020846366882324,2.0687763690948486,4.9520697593688965
8,21,train,6.6098785400390625,2.0965576171875,4.5133209228515625
8,22,train,6.577761650085449,2.0600292682647705,4.5177321434021
8,23,train,6.389767169952393,2.1252360343933105,4.264531135559082
8,24,train,5.9969377517700195,2.063814163208008,3.9331235885620117
8,25,train,5.920684814453125,2.0738587379455566,3.8468263149261475
8,26,train,6.487832069396973,2.1289374828338623,4.358894348144531
8,27,train,6.398107528686523,1.9130098819732666,4.485097408294678
8,28,train,5.853199005126953,1.9218237400054932,3.93137526512146
8,29,train,5.964635372161865,2.113668203353882,3.8509671688079834
8,30,train,5.5783538818359375,1.990821361541748,3.5875327587127686
8,31,train,5.765970230102539,1.983047604560852,3.7829225063323975
8,32,train,5.595958232879639,2.0411787033081055,3.554779529571533
8,33,train,5.149308681488037,1.8236039876937866,3.32570481300354
8,34,train,5.551968574523926,2.002389907836914,3.5495786666870117
8,35,train,5.423698425292969,1.9408880472183228,3.4828104972839355
8,36,train,5.195912837982178,1.879856824874878,3.3160560131073
8,37,train,5.383216381072998,1.9387167692184448,3.4444997310638428
8,38,train,5.002702713012695,1.8591066598892212,3.1435961723327637
8,39,train,5.010626792907715,1.8983741998672485,3.112252712249756
8,40,train,4.842772006988525,1.8086574077606201,3.0341145992279053
8,41,train,4.831713676452637,1.9169358015060425,2.9147777557373047
8,42,train,4.680020809173584,1.8705699443817139,2.80945086479187
8,43,train,4.670183181762695,1.7834773063659668,2.8867058753967285
8,44,train,4.546378135681152,1.751940131187439,2.794438123703003
8,45,train,4.5891265869140625,1.8492579460144043,2.7398688793182373
8,46,train,4.528075218200684,1.7668232917785645,2.76125168800354
8,47,train,4.514425277709961,1.775360107421875,2.739065170288086
8,48,train,4.422780513763428,1.6701111793518066,2.752669334411621
8,49,train,4.510830879211426,1.778160810470581,2.7326698303222656
8,50,train,4.234951496124268,1.6109191179275513,2.624032497406006
8,51,train,4.265296936035156,1.6692485809326172,2.59604811668396
8,52,train,4.23798942565918,1.6911203861236572,2.5468692779541016
8,53,train,4.239556312561035,1.6238588094711304,2.6156973838806152
8,54,train,4.350374698638916,1.725813865661621,2.624560832977295
8,55,train,4.230494022369385,1.6215828657150269,2.6089112758636475
8,56,train,4.2816314697265625,1.750209093093872,2.5314221382141113
8,57,train,4.19468879699707,1.662971019744873,2.5317177772521973
8,58,train,4.207217216491699,1.6041569709777832,2.603060483932495
8,59,train,4.237741470336914,1.63765287399292,2.6000888347625732
8,60,train,4.109383583068848,1.5921692848205566,2.517214059829712
8,61,train,4.335709571838379,1.6853859424591064,2.6503238677978516
8,62,train,4.185793399810791,1.6243451833724976,2.561448335647583
8,63,train,3.9307632446289062,1.5471141338348389,2.3836491107940674
8,64,train,4.225485801696777,1.6109747886657715,2.6145107746124268
8,65,train,3.997166156768799,1.5491708517074585,2.447995185852051
8,66,train,4.026912212371826,1.5514665842056274,2.4754457473754883
8,67,train,4.113027572631836,1.5020018815994263,2.61102557182312
8,68,train,4.027917861938477,1.5680936574935913,2.459824323654175
8,69,train,3.7650623321533203,1.3671482801437378,2.397913932800293
8,70,train,3.992229461669922,1.5237773656845093,2.468451976776123
8,71,train,3.9409263134002686,1.5294291973114014,2.411497116088867
8,72,train,3.9051265716552734,1.450042963027954,2.4550836086273193
8,73,train,3.9615478515625,1.4956194162368774,2.465928316116333
8,74,train,3.8788633346557617,1.4127413034439087,2.4661219120025635
8,75,train,3.959615707397461,1.5140174627304077,2.4455983638763428
8,76,train,4.115915775299072,1.5481208562850952,2.5677947998046875
8,77,train,4.129523277282715,1.5395493507385254,2.5899736881256104
8,78,train,3.9027891159057617,1.474170207977295,2.428618907928467
8,79,train,3.9162750244140625,1.4730342626571655,2.4432408809661865
8,80,train,3.982355833053589,1.5523450374603271,2.4300107955932617
8,81,train,3.7188968658447266,1.3837414979934692,2.335155487060547
8,82,train,4.016977310180664,1.5760302543640137,2.4409470558166504
8,83,train,3.8515472412109375,1.3859320878982544,2.4656152725219727
8,84,train,3.932480812072754,1.5129376649856567,2.4195430278778076
8,85,train,4.00413703918457,1.5132737159729004,2.49086332321167
8,86,train,3.751039981842041,1.352638602256775,2.3984012603759766
8,87,train,4.064754962921143,1.5281141996383667,2.5366408824920654
8,88,train,3.8022611141204834,1.403118371963501,2.3991427421569824
9,1,train,19.34429931640625,3.6947977542877197,15.649500846862793
9,2,train,15.902480125427246,3.311533212661743,12.590947151184082
9,3,train,11.92153263092041,2.8334388732910156,9.088093757629395
9,4,train,11.063371658325195,2.9476191997528076,8.115752220153809
9,5,train,9.511974334716797,2.4462413787841797,7.065732955932617
9,6,train,9.364686965942383,2.395885944366455,6.9688005447387695
9,7,train,9.23630428314209,2.370182752609253,6.866121768951416
9,8,train,8.066871643066406,2.138613700866699,5.928257465362549
9,9,train,8.267461776733398,2.160464286804199,6.106997013092041
9,10,train,7.791423797607422,2.17858624458313,5.612837791442871
9,11,train,7.439565658569336,1.9845325946807861,5.455032825469971
9,12,train,8.029502868652344,2.105121374130249,5.924381256103516
9,13,train,7.751981735229492,2.131561040878296,5.620420455932617
9,14,train,7.275897026062012,2.0422074794769287,5.233689785003662
9,15,train,7.276966094970703,2.1288225650787354,5.148143291473389
9,16,train,6.857041358947754,2.0859317779541016,4.771109580993652
9,17,train,6.846923828125,2.0965051651000977,4.750418663024902
9,18,train,8.408122062683105,2.08256459236145,6.325557231903076
9,19,train,6.952612400054932,2.2060794830322266,4.746532917022705
9,20,train,7.020846366882324,2.0687763690948486,4.9520697593688965
9,21,train,6.6098785400390625,2.0965576171875,4.5133209228515625
9,22,train,6.577761650085449,2.0600292682647705,4.5177321434021
9,23,train,6.389767169952393,2.1252360343933105,4.264531135559082
9,24,train,5.9969377517700195,2.063814163208008,3.9331235885620117
9,25,train,5.920684814453125,2.0738587379455566,3.8468263149261475
9,26,train,6.487832069396973,2.1289374828338623,4.358894348144531
9,27,train,6.398107528686523,1.9130098819732666,4.485097408294678
9,28,train,5.853199005126953,1.9218237400054932,3.93137526512146
9,29,train,5.964635372161865,2.113668203353882,3.8509671688079834
9,30,train,5.5783538818359375,1.990821361541748,3.5875327587127686
9,31,train,5.765970230102539,1.983047604560852,3.7829225063323975
9,32,train,5.595958232879639,2.0411787033081055,3.554779529571533
9,33,train,5.149308681488037,1.8236039876937866,3.32570481300354
9,34,train,5.551968574523926,2.002389907836914,3.5495786666870117
9,35,train,5.423698425292969,1.9408880472183228,3.4828104972839355
9,36,train,5.195912837982178,1.879856824874878,3.3160560131073
9,37,train,5.383216381072998,1.9387167692184448,3.4444997310638428
9,38,train,5.002702713012695,1.8591066598892212,3.1435961723327637
9,39,train,5.010626792907715,1.8983741998672485,3.112252712249756
9,40,train,4.842772006988525,1.8086574077606201,3.0341145992279053
9,41,train,4.831713676452637,1.9169358015060425,2.9147777557373047
9,42,train,4.680020809173584,1.8705699443817139,2.80945086479187
9,43,train,4.670183181762695,1.7834773063659668,2.8867058753967285
9,44,train,4.546378135681152,1.751940131187439,2.794438123703003
9,45,train,4.5891265869140625,1.8492579460144043,2.7398688793182373
9,46,train,4.528075218200684,1.7668232917785645,2.76125168800354
9,47,train,4.514425277709961,1.775360107421875,2.739065170288086
9,48,train,4.422780513763428,1.6701111793518066,2.752669334411621
9,49,train,4.510830879211426,1.778160810470581,2.7326698303222656
9,50,train,4.234951496124268,1.6109191179275513,2.624032497406006
9,51,train,4.265296936035156,1.6692485809326172,2.59604811668396
